size threads sequential_time parallel_time builtin_time
650000 32 0.088576 0.097353 0.248587
350000 32 0.046105 0.070866 0.130805
750000 16 0.102683 0.089700 0.290169
450000 32 0.061307 0.076347 0.169164
350000 8 0.046076 0.044720 0.127436
100000 16 0.013290 0.028270 0.033819
950000 32 0.133234 0.128589 0.383872
50000 2 0.006112 0.007335 0.016206
600000 4 0.081820 0.070916 0.230894
950000 2 0.133657 0.103788 0.374284
200000 8 0.025810 0.028973 0.072001
900000 16 0.125322 0.110408 0.355093
550000 32 0.074310 0.084884 0.208429
900000 4 0.125765 0.109149 0.355853
400000 8 0.054195 0.051213 0.146294
250000 2 0.034132 0.029643 0.089542
800000 4 0.110643 0.092548 0.309540
100000 2 0.012451 0.012347 0.034628
100000 8 0.011966 0.015947 0.033105
850000 8 0.118124 0.098138 0.332948
400000 4 0.052730 0.045557 0.146717
500000 4 0.066828 0.056310 0.187738
950000 4 0.133422 0.111057 0.375209
700000 4 0.097644 0.082827 0.269300
850000 4 0.117367 0.098847 0.340123
1000000 32 0.139085 0.129961 0.396401
800000 8 0.110946 0.097056 0.310682
850000 16 0.118413 0.102512 0.332741
800000 32 0.110291 0.113624 0.311345
600000 32 0.080975 0.097057 0.227803
350000 4 0.046494 0.041871 0.128169
1000000 32 0.138827 0.129153 0.399565
300000 32 0.041217 0.061917 0.109588
500000 16 0.067954 0.068527 0.188776
550000 2 0.073815 0.063383 0.212265
750000 32 0.103359 0.097860 0.290507
850000 4 0.117507 0.092192 0.333795
150000 32 0.019226 0.056588 0.051320
100000 2 0.011943 0.012637 0.034978
150000 4 0.018427 0.016767 0.052848
50000 2 0.007156 0.006802 0.016461
100000 4 0.012681 0.013968 0.033271
900000 2 0.125787 0.115584 0.353815
300000 16 0.039332 0.041071 0.109101
100000 16 0.013674 0.023303 0.035105
900000 16 0.124876 0.107963 0.354186
400000 16 0.052954 0.055757 0.147608
450000 2 0.061790 0.051881 0.167317
300000 2 0.038863 0.035405 0.108151
850000 32 0.119225 0.111407 0.340400
300000 4 0.039392 0.034902 0.110120
1000000 8 0.138394 0.115874 0.394994
950000 8 0.131735 0.111941 0.380917
950000 2 0.134198 0.105885 0.380754
400000 4 0.052751 0.047552 0.149817
50000 8 0.005611 0.011711 0.016537
550000 8 0.073955 0.066550 0.207811
850000 8 0.117900 0.095419 0.331511
950000 4 0.132284 0.115155 0.375941
150000 8 0.019462 0.019715 0.052064
450000 4 0.060908 0.054655 0.167123
200000 4 0.025906 0.022345 0.071220
250000 8 0.032157 0.028343 0.088884
450000 16 0.060331 0.060913 0.166912
350000 2 0.045341 0.040673 0.129125
350000 8 0.046335 0.041949 0.128437
850000 16 0.118565 0.110004 0.332444
800000 16 0.110464 0.094596 0.316647
