size threads sequential_time parallel_time builtin_time
160 16 0.000011 0.001350 0.000043
40 2 0.000002 0.000158 0.000006
680 32 0.000054 0.003916 0.000216
1000 16 0.000081 0.001509 0.000313
980 4 0.000080 0.000381 0.000309
120 8 0.000008 0.000753 0.000025
720 2 0.000062 0.000878 0.000229
320 8 0.000024 0.000781 0.000095
1000 4 0.000081 0.000422 0.000318
900 4 0.000069 0.000380 0.000208
860 8 0.000069 0.000794 0.000266
480 8 0.000033 0.000731 0.000140
420 2 0.000032 0.000158 0.000123
740 32 0.000054 0.002475 0.000230
880 4 0.000063 0.000413 0.000275
580 16 0.000043 0.001439 0.000107
100 2 0.000007 0.000152 0.000016
340 8 0.000025 0.001811 0.000103
1000 2 0.000097 0.000337 0.000411
560 4 0.000066 0.000506 0.000245
340 4 0.000038 0.000509 0.000147
120 4 0.000012 0.000516 0.000038
300 2 0.000022 0.000166 0.000086
840 2 0.000055 0.000198 0.000226
900 8 0.000069 0.000805 0.000205
920 4 0.000074 0.000403 0.000290
780 16 0.000059 0.002418 0.000206
440 2 0.000029 0.000173 0.000100
720 32 0.000056 0.006290 0.000220
440 8 0.000029 0.000782 0.000102
880 2 0.000063 0.000219 0.000273
440 32 0.000030 0.002572 0.000098
760 8 0.000056 0.000722 0.000239
160 2 0.000012 0.000155 0.000043
580 32 0.000043 0.003266 0.000110
840 32 0.000055 0.002291 0.000235
280 8 0.000019 0.001143 0.000076
480 4 0.000033 0.000435 0.000142
800 4 0.000060 0.000395 0.000214
440 4 0.000029 0.000399 0.000096
580 8 0.000043 0.000780 0.000108
140 32 0.000009 0.001915 0.000049
40 8 0.000003 0.000753 0.000006
260 4 0.000016 0.000369 0.000079
400 8 0.000030 0.000744 0.000103
920 16 0.000074 0.001529 0.000305
400 32 0.000030 0.002045 0.000106
620 8 0.000048 0.000618 0.000194
180 2 0.000013 0.000143 0.000054
540 2 0.000042 0.000189 0.000162
280 4 0.000020 0.001489 0.000073
700 16 0.000053 0.001411 0.000185
280 2 0.000019 0.000173 0.000074
100 32 0.000007 0.001698 0.000016
80 16 0.000007 0.002186 0.000017
360 8 0.000026 0.000787 0.000110
60 32 0.000004 0.003520 0.000010
360 2 0.000026 0.000178 0.000109
560 16 0.000043 0.001316 0.000168
60 4 0.000004 0.000305 0.000010
840 16 0.000055 0.001508 0.000227
300 16 0.000022 0.001442 0.000091
780 4 0.000060 0.000386 0.000208
260 32 0.000016 0.004802 0.000118
180 4 0.000013 0.001562 0.000059
900 2 0.000068 0.000254 0.000204
880 16 0.000064 0.001557 0.000275
660 16 0.000052 0.001323 0.000201
300 4 0.000022 0.000369 0.000087
300 32 0.000022 0.002169 0.000091
660 2 0.000051 0.000185 0.000201
960 32 0.000074 0.002221 0.000256
980 8 0.000080 0.000734 0.000327
860 2 0.000068 0.000209 0.000280
120 2 0.000008 0.000162 0.000025
320 32 0.000036 0.003165 0.000146
280 32 0.000020 0.002864 0.000077
940 32 0.000075 0.002585 0.000299
340 16 0.000025 0.001408 0.000104
620 32 0.000049 0.002321 0.000192
460 4 0.000035 0.000350 0.000142
300 8 0.000023 0.000744 0.000088
700 4 0.000053 0.000410 0.000185
520 32 0.000040 0.002439 0.000158
240 8 0.000015 0.000681 0.000065
660 32 0.000053 0.002708 0.000208
420 32 0.000032 0.002823 0.000127
200 16 0.000012 0.002357 0.000053
40 4 0.000003 0.000289 0.000006
700 32 0.000052 0.003697 0.000193
800 2 0.000059 0.000218 0.000221
380 4 0.000025 0.000336 0.000085
380 8 0.000025 0.000785 0.000083
760 4 0.000057 0.000393 0.000232
880 8 0.000063 0.000731 0.000270
940 4 0.000076 0.000404 0.000293
820 8 0.000061 0.000606 0.000218
840 4 0.000057 0.000351 0.000224
640 32 0.000054 0.002464 0.000199
740 2 0.000052 0.000246 0.000225
620 4 0.000049 0.000351 0.000187
80 4 0.000005 0.000360 0.000014
580 2 0.000043 0.000185 0.000109
400 2 0.000031 0.000169 0.000103
120 16 0.000012 0.002178 0.000038
