size threads sequential_time parallel_time builtin_time
1000000 4 0.115616
7000000 4 0.880364
10000000 8 1.220002
3000000 8 0.353131
5000000 4 0.613979
8000000 8 1.002746
5000000 8 0.571692
7000000 8 0.839093
4000000 4 0.473056
9000000 8 1.067727
8000000 4 0.968798
6000000 8 0.699692
9000000 4 1.113315
2000000 4 0.226765
10000000 4 1.215813
1000000 8 0.108380
3000000 4 0.344779
6000000 4 0.707782
4000000 8 0.464619
2000000 8 0.228596
10000000 8 1.234152
6000000 8 0.684410
1000000 8 0.112041
6000000 4 0.754298
3000000 4 0.348242
8000000 4 0.939843
5000000 8 0.579899
9000000 4 1.074364
1000000 4 0.113854
7000000 4 0.873148
4000000 8 0.475087
8000000 8 0.940512
9000000 8 1.112369
4000000 4 0.470423
5000000 4 0.589062
2000000 8 0.238071
10000000 4 1.204855
3000000 8 0.349941
2000000 4 0.228282
7000000 8 0.879055
4000000 8 0.458946
7000000 8 0.880126
10000000 4 1.197196
3000000 8 0.344492
2000000 8 0.226122
5000000 4 0.601333
1000000 8 0.113412
4000000 4 0.486593
1000000 4 0.112562
9000000 4 1.051005
10000000 8 1.213806
7000000 4 0.875258
3000000 4 0.344106
6000000 4 0.706150
8000000 4 0.943720
9000000 8 1.077116
2000000 4 0.224306
8000000 8 0.973734
5000000 8 0.584646
6000000 8 0.711003
10000000 4 1.241702
5000000 4 0.587681
4000000 4 0.472302
10000000 8 1.232189
8000000 4 0.957200
7000000 4 0.816543
6000000 4 0.753310
4000000 8 0.457363
5000000 8 0.595512
3000000 8 0.342658
1000000 4 0.109539
9000000 4 1.100645
2000000 8 0.234701
8000000 8 0.974330
9000000 8 1.107670
1000000 8 0.115110
7000000 8 0.835658
2000000 4 0.227100
6000000 8 0.733636
3000000 4 0.340657
1000000 8 0.113165
8000000 4 1.014821
3000000 4 0.344081
2000000 8 0.235970
6000000 4 0.742145
4000000 4 0.478539
7000000 4 0.859849
9000000 4 1.085371
6000000 8 0.694523
4000000 8 0.475416
2000000 4 0.229295
1000000 4 0.111589
5000000 8 0.586093
8000000 8 0.932144
10000000 8 1.205844
5000000 4 0.609515
7000000 8 0.839745
3000000 8 0.359556
10000000 4 1.195779
9000000 8 1.088895
