size threads sequential_time parallel_time builtin_time
950000 8 0.134265 0.110414 0.377226
750000 2 0.103834 0.089966 0.292441
550000 16 0.074282 0.074065 0.209207
650000 8 0.090468 0.070985 0.256072
750000 4 0.103442 0.085744 0.290948
1000000 32 0.139948 0.137807 0.398255
200000 8 0.024919 0.027893 0.071462
950000 4 0.133487 0.110099 0.379069
50000 16 0.006452 0.022792 0.017429
300000 8 0.039395 0.037790 0.110495
200000 2 0.028228 0.023653 0.071731
650000 16 0.088988 0.079454 0.249584
650000 2 0.088254 0.079870 0.249790
400000 2 0.053932 0.053261 0.149532
550000 2 0.074272 0.062157 0.210437
150000 2 0.018443 0.019032 0.052348
850000 16 0.117931 0.106771 0.335839
850000 2 0.117956 0.096990 0.335617
950000 2 0.133321 0.110379 0.389504
500000 4 0.067641 0.056456 0.189184
800000 32 0.110595 0.104621 0.312355
850000 32 0.117634 0.111256 0.336246
900000 16 0.126447 0.106593 0.357129
1000000 4 0.140581 0.120107 0.397374
150000 4 0.018736 0.018811 0.051452
300000 2 0.039566 0.035644 0.108013
350000 32 0.046695 0.064826 0.129254
600000 8 0.081171 0.072652 0.234451
500000 16 0.066811 0.064613 0.189192
1000000 8 0.141024 0.115090 0.398616
700000 8 0.096357 0.081608 0.271552
50000 32 0.005617 0.038148 0.016628
250000 16 0.032306 0.038717 0.091262
750000 16 0.102776 0.095297 0.291520
50000 2 0.005724 0.006024 0.015595
800000 4 0.111285 0.097338 0.311832
650000 4 0.088076 0.078550 0.250145
150000 16 0.018533 0.030397 0.051557
450000 8 0.062171 0.054125 0.168168
250000 4 0.032880 0.029225 0.091128
350000 2 0.045827 0.043497 0.129613
550000 4 0.073921 0.065312 0.209978
900000 4 0.125165 0.098670 0.356076
100000 16 0.013094 0.022884 0.034728
1000000 2 0.139356 0.122733 0.397685
1000000 16 0.141150 0.123637 0.410473
600000 16 0.082458 0.083593 0.229323
550000 8 0.074031 0.065763 0.209704
400000 8 0.053325 0.051192 0.146980
750000 8 0.105694 0.083191 0.290866
200000 16 0.025316 0.037260 0.069918
500000 2 0.066802 0.059998 0.189369
250000 32 0.031888 0.053707 0.093375
450000 16 0.061993 0.062809 0.167320
350000 8 0.045365 0.040465 0.129190
400000 4 0.054709 0.049183 0.147539
700000 2 0.095984 0.085349 0.279875
950000 16 0.132647 0.112661 0.376058
650000 32 0.089627 0.093706 0.254656
600000 2 0.082623 0.073989 0.228327
700000 32 0.096048 0.095688 0.269455
750000 32 0.103056 0.102107 0.291375
450000 32 0.061026 0.072167 0.167568
700000 16 0.096808 0.081716 0.272636
850000 32 0.118413 0.112807 0.335416
200000 16 0.025598 0.031945 0.071010
550000 16 0.074235 0.068933 0.209953
700000 32 0.096396 0.101915 0.271528
500000 2 0.066873 0.058755 0.192686
200000 2 0.025670 0.022882 0.070666
700000 2 0.097680 0.085045 0.273685
300000 16 0.039215 0.043440 0.109709
750000 2 0.104232 0.094044 0.297548
650000 8 0.088442 0.075161 0.250488
600000 16 0.081469 0.079004 0.229725
150000 32 0.019909 0.046119 0.051399
900000 32 0.125936 0.116399 0.355990
500000 32 0.067489 0.073835 0.190235
50000 4 0.006546 0.007106 0.017732
550000 2 0.074082 0.065843 0.208089
150000 16 0.019381 0.031572 0.053968
550000 4 0.074444 0.064181 0.211900
600000 8 0.082002 0.074371 0.234904
750000 32 0.103686 0.101875 0.290787
800000 16 0.110707 0.098775 0.312343
450000 2 0.060613 0.051097 0.167717
300000 8 0.038780 0.034739 0.109285
650000 4 0.089416 0.076843 0.250511
1000000 4 0.139554 0.117523 0.397027
250000 4 0.032538 0.029300 0.090779
950000 8 0.132955 0.107782 0.377737
900000 8 0.125835 0.105617 0.355054
400000 32 0.052501 0.063934 0.147780
200000 4 0.026869 0.021345 0.072079
900000 2 0.125096 0.111437 0.354615
750000 8 0.105187 0.084058 0.299034
1000000 8 0.140257 0.118873 0.407597
100000 4 0.012719 0.013026 0.034652
850000 2 0.117789 0.095420 0.336685
450000 8 0.060645 0.053293 0.173568
300000 2 0.040172 0.033798 0.109600
600000 2 0.081075 0.072860 0.228020
150000 4 0.018603 0.017320 0.052309
700000 8 0.097351 0.084360 0.272035
