size threads sequential_time parallel_time builtin_time
1000000 4 0.116163
7000000 4 0.894223
10000000 8 1.166662
3000000 8 0.355720
5000000 4 0.571765
8000000 8 0.902898
5000000 8 0.580308
7000000 8 0.825955
4000000 4 0.485658
9000000 8 1.018233
8000000 4 0.951531
6000000 8 0.673450
9000000 4 1.089743
2000000 4 0.241234
10000000 4 1.194168
1000000 8 0.119619
3000000 4 0.350096
6000000 4 0.737599
4000000 8 0.466932
2000000 8 0.225149
10000000 8 1.180986
6000000 8 0.702764
1000000 8 0.115116
6000000 4 0.741936
3000000 4 0.365704
8000000 4 0.966467
5000000 8 0.567091
9000000 4 1.106270
1000000 4 0.115070
7000000 4 0.851610
4000000 8 0.465491
8000000 8 0.907282
9000000 8 1.063473
4000000 4 0.470800
5000000 4 0.612470
2000000 8 0.227451
10000000 4 1.238083
3000000 8 0.384048
2000000 4 0.236811
7000000 8 0.818065
4000000 8 0.478804
7000000 8 0.847351
10000000 4 1.214507
3000000 8 0.364036
2000000 8 0.233120
5000000 4 0.600690
1000000 8 0.111388
4000000 4 0.487596
1000000 4 0.116883
9000000 4 1.120630
10000000 8 1.126233
7000000 4 0.851620
3000000 4 0.341159
6000000 4 0.692281
8000000 4 1.015547
9000000 8 1.090244
2000000 4 0.206194
8000000 8 0.911875
5000000 8 0.600668
6000000 8 0.687623
10000000 4 1.205872
5000000 4 0.554835
4000000 4 0.480629
10000000 8 1.168481
8000000 4 0.966991
7000000 4 0.883090
6000000 4 0.741461
4000000 8 0.455375
5000000 8 0.576467
3000000 8 0.352103
1000000 4 0.111363
9000000 4 1.166218
2000000 8 0.228371
8000000 8 0.938541
9000000 8 1.065801
1000000 8 0.119146
7000000 8 0.814289
2000000 4 0.252431
6000000 8 0.689212
3000000 4 0.356926
1000000 8 0.111572
8000000 4 0.975402
3000000 4 0.351052
2000000 8 0.245286
6000000 4 0.700313
4000000 4 0.461260
7000000 4 0.886582
9000000 4 1.056872
6000000 8 0.689300
4000000 8 0.448330
2000000 4 0.251139
1000000 4 0.118440
5000000 8 0.572237
8000000 8 0.946338
10000000 8 1.193045
5000000 4 0.572424
7000000 8 0.800898
3000000 8 0.353660
10000000 4 1.221208
9000000 8 1.110718
